Date,DayOfWeek,FoodItem,Category,Quantity,PricePerItem,TotalSales,CustomerType,Weather,SpecialEvent
2024-09-24,Tuesday,Sushi,Main Course,6,27.05,162.3,New,Stormy,None
2024-11-20,Wednesday,Sushi,Main Course,1,19.06,19.06,New,Windy,Festival
2024-08-09,Friday,Pizza,Main Course,8,17.09,136.72,New,Rainy,None
2024-10-04,Friday,Pizza,Main Course,7,15.01,105.07,Regular,Rainy,None
2024-11-17,Sunday,Tea,Drink,8,9.8,78.4,Regular,Sunny,None
2024-10-30,Wednesday,Pasta,Main Course,2,16.97,33.94,Regular,Cold,Discount Day
2025-01-24,Friday,Pasta,Main Course,5,8.32,41.6,Regular,Rainy,Holiday
2024-08-09,Friday,Sushi,Main Course,2,22.21,44.42,New,Cloudy,None
2024-07-02,Tuesday,Burger,Main Course,7,21.84,152.88,Regular,Cloudy,None
2024-07-14,Sunday,Steak,Main Course,5,27.54,137.7,Regular,Windy,None
2025-03-22,Saturday,Sushi,Main Course,5,11.71,58.55,Regular,Windy,Festival
2024-08-27,Tuesday,Sushi,Main Course,3,21.74,65.22,New,Rainy,None
2024-07-10,Wednesday,Salad,Appetizer,6,5.18,31.08,New,Stormy,None
2024-11-22,Friday,Pizza,Main Course,2,21.71,43.42,New,Cloudy,None
2025-01-30,Thursday,Steak,Main Course,7,29.74,208.18,Regular,Windy,None
2024-04-09,Tuesday,Sushi,Main Course,8,13.79,110.32,New,Windy,Holiday
2025-03-06,Thursday,Salad,Appetizer,8,5.97,47.76,Regular,Cloudy,None
2024-06-10,Monday,Steak,Main Course,2,22.11,44.22,New,Windy,Weekend Special
2024-05-02,Thursday,Pasta,Main Course,7,26.5,185.5,New,Sunny,None
2024-06-21,Friday,Salad,Appetizer,6,14.58,87.48,New,Rainy,Holiday
2024-03-23,Saturday,Tea,Drink,3,5.88,17.64,Occasional,Rainy,None
2025-03-10,Monday,Tacos,Main Course,7,19.58,137.06,Occasional,Stormy,None
2024-07-17,Wednesday,Pasta,Main Course,10,13.67,136.7,Regular,Stormy,None
2024-11-08,Friday,Sushi,Main Course,2,25.87,51.74,New,Windy,Holiday
2024-10-09,Wednesday,Salad,Appetizer,10,21.92,219.2,Occasional,Rainy,Holiday
2024-04-08,Monday,Sushi,Main Course,3,12.01,36.03,New,Rainy,None
2025-03-10,Monday,Tacos,Main Course,7,21.83,152.81,New,Rainy,None
2025-02-07,Friday,Salad,Appetizer,4,25.15,100.6,New,Windy,None
2024-06-16,Sunday,Salad,Appetizer,5,10.22,51.1,Regular,Cloudy,None
2025-01-27,Monday,Tacos,Main Course,10,11.36,113.6,Regular,Stormy,Holiday
2024-06-08,Saturday,Steak,Main Course,5,9.39,46.95,Regular,Windy,None
2024-09-22,Sunday,Tea,Drink,3,18.86,56.58,Regular,Stormy,None
2024-11-13,Wednesday,Steak,Main Course,1,19.44,19.44,Regular,Windy,None
2024-06-20,Thursday,Coffee,Drink,10,29.72,297.2,New,Stormy,Festival
2024-07-05,Friday,Burger,Main Course,4,19.23,76.92,Occasional,Windy,Festival
2024-06-16,Sunday,Tacos,Main Course,5,13.17,65.85,Regular,Sunny,Festival
2024-05-09,Thursday,Ice Cream,Dessert,7,13.2,92.4,Regular,Sunny,Festival
2024-05-30,Thursday,Coffee,Drink,4,5.11,20.44,New,Windy,None
2025-01-30,Thursday,Pasta,Main Course,9,17.72,159.48,Regular,Cold,Discount Day
2024-04-27,Saturday,Tea,Drink,7,21.67,151.69,New,Stormy,None
2025-03-14,Friday,Tea,Drink,9,20.28,182.52,Regular,Sunny,None
2024-11-13,Wednesday,Pizza,Main Course,8,22.51,180.08,Occasional,Sunny,Festival
2024-10-24,Thursday,Tacos,Main Course,10,6.29,62.9,Occasional,Windy,None
2025-03-03,Monday,Pizza,Main Course,2,5.66,11.32,New,Windy,None
2024-11-21,Thursday,Ice Cream,Dessert,2,13.42,26.84,Regular,Cold,None
2024-08-20,Tuesday,Steak,Main Course,1,21.32,21.32,Regular,Cloudy,None
2025-02-19,Wednesday,Burger,Main Course,2,14.61,29.22,New,Cold,None
2025-03-21,Friday,Pasta,Main Course,4,12.1,48.4,Regular,Cold,None
2024-08-15,Thursday,Tacos,Main Course,10,17.93,179.3,Regular,Cold,None
2024-06-06,Thursday,Burger,Main Course,6,24.54,147.24,Regular,Cloudy,None
2024-12-15,Sunday,Salad,Appetizer,8,13.58,108.64,Regular,Cloudy,Holiday
2024-05-06,Monday,Sushi,Main Course,3,24.89,74.67,Regular,Stormy,Festival
2024-03-26,Tuesday,Coffee,Drink,10,9.2,92.0,Regular,Stormy,None
2025-01-24,Friday,Burger,Main Course,3,13.26,39.78,Occasional,Cloudy,Festival
2024-11-10,Sunday,Coffee,Drink,6,26.78,160.68,Occasional,Stormy,Holiday
2024-11-17,Sunday,Tacos,Main Course,5,17.85,89.25,New,Cloudy,None
2024-05-17,Friday,Salad,Appetizer,9,21.17,190.53,New,Cloudy,None
2024-07-27,Saturday,Coffee,Drink,1,21.78,21.78,Regular,Windy,None
2024-08-11,Sunday,Burger,Main Course,2,5.54,11.08,Regular,Rainy,None
2024-04-05,Friday,Tea,Drink,7,20.03,140.21,Regular,Windy,None
2025-03-23,Sunday,Burger,Main Course,5,21.07,105.35,New,Cold,None
2024-11-20,Wednesday,Ice Cream,Dessert,8,13.76,110.08,Regular,Stormy,None
2024-11-20,Wednesday,Salad,Appetizer,7,13.19,92.33,Regular,Rainy,Holiday
2024-05-22,Wednesday,Salad,Appetizer,5,12.6,63.0,Regular,Cloudy,None
2024-10-28,Monday,Tacos,Main Course,9,24.52,220.68,Regular,Cloudy,Holiday
2024-11-07,Thursday,Salad,Appetizer,2,18.43,36.86,New,Rainy,None
2025-02-28,Friday,Steak,Main Course,8,21.99,175.92,Regular,Cloudy,Festival
2024-09-25,Wednesday,Burger,Main Course,8,27.07,216.56,Occasional,Stormy,None
2024-10-22,Tuesday,Steak,Main Course,8,16.54,132.32,Regular,Cloudy,None
2024-10-04,Friday,Pasta,Main Course,7,11.13,77.91,Regular,Windy,None
2025-02-12,Wednesday,Burger,Main Course,9,20.36,183.24,Occasional,Windy,None
2024-04-20,Saturday,Ice Cream,Dessert,5,24.59,122.95,Occasional,Cold,None
2024-09-14,Saturday,Sushi,Main Course,4,28.52,114.08,Occasional,Cloudy,None
2025-02-23,Sunday,Tea,Drink,6,26.21,157.26,Regular,Stormy,Holiday
2024-10-28,Monday,Burger,Main Course,4,16.9,67.6,Regular,Windy,None
2024-11-19,Tuesday,Burger,Main Course,5,26.8,134.0,Regular,Stormy,None
2024-04-25,Thursday,Steak,Main Course,2,12.7,25.4,Regular,Rainy,None
2025-02-14,Friday,Pizza,Main Course,6,23.86,143.16,New,Cloudy,Holiday
2024-04-18,Thursday,Burger,Main Course,10,19.71,197.1,New,Cloudy,Holiday
2024-08-03,Saturday,Tea,Drink,5,23.46,117.3,New,Cold,None
2024-11-30,Saturday,Coffee,Drink,3,11.05,33.15,Regular,Cold,None
2024-12-23,Monday,Coffee,Drink,6,21.37,128.22,Regular,Rainy,None
2024-05-28,Tuesday,Pasta,Main Course,4,26.62,106.48,Regular,Stormy,None
2024-09-04,Wednesday,Burger,Main Course,1,26.54,26.54,Regular,Stormy,None
2024-10-27,Sunday,Tea,Drink,2,6.75,13.5,New,Cold,None
2024-04-10,Wednesday,Steak,Main Course,7,6.94,48.58,New,Windy,None
2024-06-01,Saturday,Tea,Drink,7,25.84,180.88,Occasional,Sunny,None
2024-05-05,Sunday,Steak,Main Course,9,10.38,93.42,Occasional,Cold,None
2025-02-13,Thursday,Pizza,Main Course,5,23.25,116.25,Regular,Stormy,Weekend Special
2024-11-18,Monday,Coffee,Drink,7,17.78,124.46,New,Cold,Holiday
2024-11-09,Saturday,Tea,Drink,7,15.0,105.0,New,Stormy,None
2024-04-02,Tuesday,Pasta,Main Course,10,5.4,54.0,Regular,Rainy,None
2024-07-10,Wednesday,Steak,Main Course,10,19.65,196.5,Regular,Cloudy,None
2024-09-16,Monday,Sushi,Main Course,3,22.53,67.59,New,Sunny,Holiday
2024-09-24,Tuesday,Tea,Drink,3,17.41,52.23,Occasional,Sunny,None
2024-08-04,Sunday,Ice Cream,Dessert,4,20.58,82.32,Regular,Rainy,None
2024-11-12,Tuesday,Burger,Main Course,6,6.68,40.08,Occasional,Windy,None
2024-06-12,Wednesday,Burger,Main Course,5,17.11,85.55,Regular,Rainy,None
2024-04-07,Sunday,Tea,Drink,2,11.33,22.66,New,Windy,None
2024-12-18,Wednesday,Sushi,Main Course,8,12.48,99.84,Regular,Rainy,None
2024-08-17,Saturday,Steak,Main Course,10,11.56,115.6,Regular,Cloudy,Festival
2024-12-16,Monday,Pasta,Main Course,4,24.58,98.32,Regular,Rainy,Festival
2024-03-31,Sunday,Pizza,Main Course,9,27.89,251.01,New,Stormy,None
2024-03-28,Thursday,Ice Cream,Dessert,8,12.56,100.48,Regular,Rainy,Weekend Special
2024-10-15,Tuesday,Pizza,Main Course,9,21.86,196.74,Regular,Cold,None
2024-08-28,Wednesday,Salad,Appetizer,5,27.52,137.6,Occasional,Cold,None
2024-07-08,Monday,Pizza,Main Course,6,10.25,61.5,New,Windy,Holiday
2024-08-13,Tuesday,Steak,Main Course,3,22.34,67.02,Regular,Windy,None
2024-11-19,Tuesday,Tea,Drink,10,6.45,64.5,New,Cold,Holiday
2024-10-22,Tuesday,Pizza,Main Course,3,29.28,87.84,New,Stormy,None
2024-10-11,Friday,Coffee,Drink,2,14.42,28.84,Regular,Windy,None
2024-04-11,Thursday,Coffee,Drink,4,28.56,114.24,Regular,Rainy,None
2025-02-10,Monday,Tea,Drink,2,18.69,37.38,New,Sunny,Holiday
2024-07-27,Saturday,Salad,Appetizer,9,6.63,59.67,Regular,Stormy,None
2024-05-24,Friday,Pasta,Main Course,10,29.55,295.5,Regular,Rainy,None
2024-10-08,Tuesday,Tea,Drink,6,19.36,116.16,New,Rainy,Discount Day
2025-01-27,Monday,Burger,Main Course,10,23.39,233.9,Regular,Sunny,None
2025-01-13,Monday,Pasta,Main Course,8,27.62,220.96,Regular,Sunny,None
2024-04-29,Monday,Tacos,Main Course,2,9.92,19.84,Regular,Cloudy,None
2024-07-07,Sunday,Salad,Appetizer,1,28.81,28.81,Regular,Sunny,None
2024-04-22,Monday,Sushi,Main Course,5,5.26,26.3,Regular,Sunny,None
2024-07-07,Sunday,Pizza,Main Course,1,20.42,20.42,Occasional,Stormy,None
2025-03-07,Friday,Coffee,Drink,5,21.59,107.95,Regular,Stormy,None
2024-10-02,Wednesday,Tacos,Main Course,4,23.73,94.92,Regular,Cold,None
2024-06-05,Wednesday,Coffee,Drink,3,19.94,59.82,Regular,Stormy,Weekend Special
2024-10-06,Sunday,Tea,Drink,5,13.53,67.65,Regular,Cold,None
2024-05-14,Tuesday,Tea,Drink,2,5.57,11.14,Occasional,Cloudy,Holiday
2024-04-21,Sunday,Tacos,Main Course,10,7.33,73.3,Regular,Cloudy,Holiday
2025-02-06,Thursday,Pasta,Main Course,3,21.6,64.8,Regular,Cloudy,None
2025-01-21,Tuesday,Coffee,Drink,3,15.44,46.32,New,Rainy,None
2025-01-06,Monday,Pizza,Main Course,8,13.9,111.2,New,Rainy,None
2024-08-17,Saturday,Tacos,Main Course,10,19.21,192.1,Regular,Rainy,None
2024-08-07,Wednesday,Salad,Appetizer,5,17.41,87.05,New,Cloudy,None
2025-01-30,Thursday,Burger,Main Course,1,13.63,13.63,Regular,Cloudy,Holiday
2024-10-03,Thursday,Steak,Main Course,8,8.24,65.92,Regular,Cloudy,None
2024-06-16,Sunday,Salad,Appetizer,3,8.64,25.92,Regular,Cloudy,None
2025-03-09,Sunday,Sushi,Main Course,9,13.49,121.41,Regular,Rainy,None
2024-05-18,Saturday,Salad,Appetizer,9,16.58,149.22,Regular,Windy,None
2025-01-22,Wednesday,Sushi,Main Course,6,9.66,57.96,New,Sunny,None
2024-05-04,Saturday,Coffee,Drink,1,22.66,22.66,Regular,Cloudy,Weekend Special
2024-12-04,Wednesday,Tacos,Main Course,1,25.15,25.15,Regular,Windy,None
2024-11-04,Monday,Pasta,Main Course,5,5.32,26.6,New,Cold,Festival
2024-09-25,Wednesday,Sushi,Main Course,8,28.87,230.96,Regular,Windy,Discount Day
2024-11-16,Saturday,Burger,Main Course,10,5.58,55.8,Occasional,Cloudy,None
2025-02-06,Thursday,Tea,Drink,9,13.26,119.34,Regular,Cloudy,None
2024-08-23,Friday,Burger,Main Course,2,27.51,55.02,Regular,Cold,None
2024-03-27,Wednesday,Pasta,Main Course,4,17.87,71.48,Regular,Windy,Weekend Special
2025-02-15,Saturday,Ice Cream,Dessert,7,13.69,95.83,New,Windy,None
2024-10-13,Sunday,Salad,Appetizer,2,10.15,20.3,New,Sunny,None
2024-08-20,Tuesday,Pasta,Main Course,3,26.08,78.24,Regular,Sunny,Discount Day
2024-06-15,Saturday,Salad,Appetizer,9,14.55,130.95,Occasional,Stormy,Festival
2024-04-04,Thursday,Sushi,Main Course,8,27.56,220.48,Regular,Windy,None
2024-04-08,Monday,Salad,Appetizer,9,5.42,48.78,Regular,Cloudy,Holiday
2024-11-07,Thursday,Coffee,Drink,10,24.94,249.4,New,Cloudy,None
2024-12-17,Tuesday,Pasta,Main Course,10,12.25,122.5,Regular,Cloudy,Holiday
2024-08-10,Saturday,Sushi,Main Course,8,25.22,201.76,New,Cold,None
2024-06-16,Sunday,Ice Cream,Dessert,3,19.02,57.06,New,Sunny,Discount Day
2025-01-16,Thursday,Tacos,Main Course,8,10.38,83.04,Regular,Windy,None
2024-05-03,Friday,Salad,Appetizer,3,21.44,64.32,Regular,Sunny,Festival
2024-12-05,Thursday,Sushi,Main Course,9,23.98,215.82,Regular,Cloudy,None
2024-11-04,Monday,Tacos,Main Course,6,14.5,87.0,New,Windy,Festival
2024-04-26,Friday,Steak,Main Course,9,21.59,194.31,Occasional,Rainy,None
2025-02-01,Saturday,Pasta,Main Course,9,27.53,247.77,New,Sunny,None
2024-12-17,Tuesday,Pasta,Main Course,4,14.34,57.36,Regular,Windy,None
2024-05-02,Thursday,Tacos,Main Course,9,23.19,208.71,New,Stormy,None
2024-12-15,Sunday,Tacos,Main Course,8,17.56,140.48,New,Stormy,None
2024-09-07,Saturday,Coffee,Drink,4,16.99,67.96,Regular,Cold,None
2024-08-12,Monday,Tea,Drink,8,13.37,106.96,Regular,Cold,None
2024-06-03,Monday,Pizza,Main Course,8,13.06,104.48,Regular,Cloudy,None
2024-04-05,Friday,Pasta,Main Course,9,22.5,202.5,Regular,Windy,Holiday
2024-05-25,Saturday,Sushi,Main Course,2,29.17,58.34,Regular,Cloudy,None
2024-04-25,Thursday,Coffee,Drink,7,22.1,154.7,Occasional,Rainy,None
2024-05-12,Sunday,Steak,Main Course,2,25.98,51.96,New,Windy,None
2024-12-24,Tuesday,Tacos,Main Course,5,13.37,66.85,Regular,Stormy,None
2024-08-14,Wednesday,Steak,Main Course,2,24.19,48.38,New,Stormy,None
2025-01-21,Tuesday,Pizza,Main Course,10,15.08,150.8,New,Stormy,None
2024-08-28,Wednesday,Burger,Main Course,1,19.14,19.14,Regular,Cloudy,None
2024-10-20,Sunday,Pasta,Main Course,1,25.88,25.88,Regular,Rainy,Festival
2024-12-14,Saturday,Pizza,Main Course,6,19.39,116.34,New,Rainy,None
2024-04-07,Sunday,Sushi,Main Course,3,8.16,24.48,Regular,Windy,Holiday
2024-04-25,Thursday,Salad,Appetizer,5,24.31,121.55,New,Stormy,None
2024-09-20,Friday,Coffee,Drink,1,19.19,19.19,New,Cold,None
2024-05-07,Tuesday,Burger,Main Course,2,25.11,50.22,Occasional,Sunny,None
2025-02-08,Saturday,Salad,Appetizer,4,27.75,111.0,New,Sunny,Festival
2024-09-13,Friday,Steak,Main Course,4,15.97,63.88,Regular,Windy,None
2024-07-30,Tuesday,Ice Cream,Dessert,2,28.21,56.42,Regular,Cold,None
2024-10-25,Friday,Burger,Main Course,6,11.13,66.78,Regular,Stormy,None
2024-12-13,Friday,Tacos,Main Course,8,26.39,211.12,Occasional,Stormy,None
2024-11-17,Sunday,Pasta,Main Course,8,8.4,67.2,New,Cloudy,None
2024-05-27,Monday,Sushi,Main Course,10,19.33,193.3,Regular,Cloudy,None
2024-11-10,Sunday,Coffee,Drink,6,15.22,91.32,New,Cloudy,None
2025-01-30,Thursday,Coffee,Drink,6,23.45,140.7,Regular,Sunny,Festival
2024-03-27,Wednesday,Steak,Main Course,6,23.07,138.42,Occasional,Cloudy,Festival
2025-02-23,Sunday,Salad,Appetizer,9,11.15,100.35,Regular,Stormy,None
2025-03-16,Sunday,Steak,Main Course,9,8.47,76.23,Occasional,Stormy,None
2024-03-30,Saturday,Sushi,Main Course,4,28.56,114.24,Regular,Stormy,None
2024-12-15,Sunday,Sushi,Main Course,5,23.71,118.55,Regular,Windy,None
2024-04-29,Monday,Burger,Main Course,8,25.75,206.0,Regular,Windy,None
2024-05-26,Sunday,Pizza,Main Course,10,17.62,176.2,Regular,Cold,None
2025-01-14,Tuesday,Pasta,Main Course,10,21.94,219.4,Regular,Sunny,Holiday
2025-02-07,Friday,Tea,Drink,3,13.48,40.44,New,Stormy,Weekend Special
2024-06-29,Saturday,Tea,Drink,9,9.45,85.05,New,Rainy,None
2024-05-14,Tuesday,Steak,Main Course,10,16.9,169.0,Regular,Stormy,None
2024-03-30,Saturday,Steak,Main Course,10,27.45,274.5,Regular,Cold,None
2024-03-26,Tuesday,Tea,Drink,5,21.22,106.1,New,Cloudy,Festival
2024-12-06,Friday,Salad,Appetizer,7,18.43,129.01,New,Sunny,None
2024-09-20,Friday,Tacos,Main Course,10,9.37,93.7,Regular,Sunny,Festival
2024-11-04,Monday,Sushi,Main Course,10,26.46,264.6,Regular,Stormy,Weekend Special
2024-08-22,Thursday,Salad,Appetizer,5,26.63,133.15,Regular,Cold,None
2024-08-29,Thursday,Ice Cream,Dessert,2,29.85,59.7,New,Sunny,None
2024-10-21,Monday,Steak,Main Course,5,16.56,82.8,Occasional,Cold,None
2025-03-21,Friday,Sushi,Main Course,4,21.58,86.32,Occasional,Cloudy,None
2025-01-23,Thursday,Coffee,Drink,8,8.34,66.72,Regular,Cold,None
2024-07-22,Monday,Coffee,Drink,6,15.03,90.18,Regular,Cold,None
2024-09-13,Friday,Ice Cream,Dessert,5,7.38,36.9,New,Cloudy,None
2024-10-21,Monday,Salad,Appetizer,10,21.63,216.3,Regular,Rainy,None
2024-06-30,Sunday,Steak,Main Course,6,18.82,112.92,Occasional,Cloudy,Holiday
2024-11-25,Monday,Steak,Main Course,8,23.67,189.36,Regular,Stormy,None
2025-03-18,Tuesday,Coffee,Drink,2,21.34,42.68,Regular,Rainy,Holiday
2025-02-11,Tuesday,Coffee,Drink,5,20.7,103.5,Regular,Rainy,None
2024-08-09,Friday,Salad,Appetizer,4,23.54,94.16,New,Cloudy,None
2024-07-17,Wednesday,Burger,Main Course,5,5.46,27.3,Regular,Stormy,Festival
2024-04-07,Sunday,Ice Cream,Dessert,2,11.36,22.72,Occasional,Cloudy,None
2025-02-03,Monday,Salad,Appetizer,5,8.11,40.55,Regular,Cold,None
2025-01-26,Sunday,Burger,Main Course,9,22.82,205.38,Regular,Cold,None
2024-05-22,Wednesday,Tacos,Main Course,1,8.07,8.07,Regular,Windy,Festival
2024-10-02,Wednesday,Pizza,Main Course,1,6.95,6.95,Regular,Cloudy,None
2024-06-19,Wednesday,Burger,Main Course,2,15.96,31.92,Regular,Stormy,None
2025-03-08,Saturday,Sushi,Main Course,10,5.84,58.4,New,Cloudy,None
2024-06-22,Saturday,Coffee,Drink,6,12.85,77.1,Regular,Cloudy,None
2024-03-29,Friday,Steak,Main Course,10,25.26,252.6,Regular,Windy,Holiday
2025-02-18,Tuesday,Tea,Drink,7,16.13,112.91,New,Cold,Discount Day
2024-07-19,Friday,Tacos,Main Course,8,30.0,240.0,Regular,Cloudy,Holiday
2024-07-17,Wednesday,Coffee,Drink,10,15.19,151.9,Regular,Stormy,None
2024-04-19,Friday,Coffee,Drink,9,10.36,93.24,New,Rainy,None
2024-05-20,Monday,Steak,Main Course,2,23.83,47.66,New,Sunny,None
2024-12-06,Friday,Burger,Main Course,10,16.7,167.0,Occasional,Rainy,None
2024-08-31,Saturday,Sushi,Main Course,10,10.67,106.7,Regular,Cloudy,Weekend Special
2025-02-04,Tuesday,Steak,Main Course,8,22.81,182.48,New,Stormy,None
2024-11-23,Saturday,Pizza,Main Course,5,18.0,90.0,Regular,Cloudy,Holiday
2024-03-23,Saturday,Burger,Main Course,1,27.85,27.85,New,Rainy,Festival
2025-02-07,Friday,Tacos,Main Course,6,19.02,114.12,Regular,Sunny,None
2024-07-22,Monday,Steak,Main Course,3,28.71,86.13,New,Rainy,Festival
2024-05-05,Sunday,Ice Cream,Dessert,10,28.65,286.5,New,Sunny,None
2024-04-16,Tuesday,Coffee,Drink,9,14.76,132.84,Occasional,Sunny,None
2024-12-03,Tuesday,Pasta,Main Course,3,28.92,86.76,New,Rainy,None
2024-12-20,Friday,Pasta,Main Course,6,26.67,160.02,Occasional,Sunny,Weekend Special
2024-11-09,Saturday,Tea,Drink,8,24.74,197.92,New,Rainy,Festival
2024-07-29,Monday,Tea,Drink,5,14.86,74.3,New,Cold,None
2024-04-07,Sunday,Sushi,Main Course,5,14.44,72.2,Regular,Rainy,None
2024-11-20,Wednesday,Steak,Main Course,5,12.16,60.8,Regular,Windy,None
2024-10-05,Saturday,Coffee,Drink,6,7.13,42.78,Regular,Stormy,None
2025-03-09,Sunday,Burger,Main Course,6,8.61,51.66,Regular,Cloudy,None
2024-06-20,Thursday,Pizza,Main Course,10,10.41,104.1,Occasional,Cloudy,None
2024-10-04,Friday,Sushi,Main Course,2,18.43,36.86,Occasional,Stormy,Weekend Special
2024-10-05,Saturday,Sushi,Main Course,7,21.77,152.39,Regular,Sunny,None
2024-11-07,Thursday,Coffee,Drink,4,9.96,39.84,Regular,Sunny,Festival
2025-02-11,Tuesday,Pizza,Main Course,3,16.07,48.21,New,Stormy,None
2025-03-07,Friday,Burger,Main Course,9,17.04,153.36,New,Cold,None
2024-10-04,Friday,Ice Cream,Dessert,1,23.31,23.31,Regular,Stormy,None
2024-05-15,Wednesday,Ice Cream,Dessert,7,7.71,53.97,New,Stormy,None
2025-03-15,Saturday,Tea,Drink,6,5.06,30.36,Regular,Stormy,None
2024-04-08,Monday,Pizza,Main Course,7,9.64,67.48,Regular,Rainy,None
2025-03-15,Saturday,Coffee,Drink,9,26.14,235.26,Regular,Sunny,None
2024-07-09,Tuesday,Pizza,Main Course,9,14.75,132.75,New,Sunny,None
2024-03-25,Monday,Pasta,Main Course,7,26.12,182.84,New,Stormy,None
2024-05-31,Friday,Tacos,Main Course,8,12.46,99.68,New,Sunny,None
2024-04-10,Wednesday,Steak,Main Course,4,20.23,80.92,Regular,Cold,Holiday
2024-11-05,Tuesday,Tea,Drink,1,29.13,29.13,New,Stormy,None
2024-10-02,Wednesday,Salad,Appetizer,5,8.27,41.35,Occasional,Sunny,Holiday
2024-08-30,Friday,Tea,Drink,8,22.07,176.56,Regular,Sunny,Holiday
2024-12-15,Sunday,Steak,Main Course,9,19.35,174.15,Regular,Windy,None
2024-09-02,Monday,Tacos,Main Course,8,28.86,230.88,Regular,Rainy,None
2024-08-05,Monday,Steak,Main Course,4,6.67,26.68,Regular,Stormy,Holiday
2024-04-14,Sunday,Steak,Main Course,3,15.04,45.12,Regular,Rainy,None
2024-09-01,Sunday,Tea,Drink,1,18.76,18.76,New,Cold,Holiday
2024-08-30,Friday,Coffee,Drink,1,8.54,8.54,Occasional,Windy,None
2024-12-07,Saturday,Steak,Main Course,9,10.77,96.93,New,Cold,None
2024-04-22,Monday,Tea,Drink,2,5.11,10.22,Regular,Rainy,Festival
2024-06-29,Saturday,Steak,Main Course,2,17.0,34.0,Regular,Cold,None
2024-07-05,Friday,Salad,Appetizer,6,8.05,48.3,Occasional,Cloudy,None
2024-05-08,Wednesday,Burger,Main Course,2,8.76,17.52,New,Rainy,None
2025-03-12,Wednesday,Steak,Main Course,6,17.83,106.98,New,Cloudy,None
2024-12-24,Tuesday,Tea,Drink,1,28.29,28.29,Regular,Windy,None
2024-12-28,Saturday,Ice Cream,Dessert,8,7.04,56.32,Regular,Sunny,None
2024-05-13,Monday,Steak,Main Course,7,17.51,122.57,Occasional,Windy,None
2024-10-07,Monday,Pasta,Main Course,5,27.75,138.75,New,Sunny,None
2024-07-26,Friday,Tacos,Main Course,5,18.52,92.6,Regular,Cloudy,None
2024-11-06,Wednesday,Tea,Drink,6,10.22,61.32,Regular,Windy,None
2025-01-14,Tuesday,Coffee,Drink,8,24.1,192.8,Regular,Stormy,Festival
2024-04-12,Friday,Tacos,Main Course,1,5.23,5.23,Regular,Cold,None
2024-04-14,Sunday,Tea,Drink,8,21.91,175.28,New,Rainy,Festival
2024-08-27,Tuesday,Ice Cream,Dessert,4,6.12,24.48,Regular,Cold,None
2024-05-19,Sunday,Tacos,Main Course,8,13.33,106.64,New,Stormy,Festival
2024-09-10,Tuesday,Sushi,Main Course,6,7.91,47.46,Regular,Windy,None
2024-05-10,Friday,Coffee,Drink,1,19.67,19.67,New,Stormy,Holiday
2024-09-13,Friday,Salad,Appetizer,2,18.54,37.08,Occasional,Stormy,None
2024-09-10,Tuesday,Steak,Main Course,5,9.05,45.25,Regular,Windy,Holiday
2025-02-14,Friday,Tea,Drink,6,25.44,152.64,New,Cold,Festival
2024-09-23,Monday,Tacos,Main Course,2,7.63,15.26,Regular,Windy,None
2024-08-15,Thursday,Sushi,Main Course,8,14.05,112.4,New,Cold,None
2024-06-28,Friday,Ice Cream,Dessert,3,17.79,53.37,New,Rainy,None
2024-06-21,Friday,Tea,Drink,4,12.4,49.6,Regular,Cloudy,None
2024-05-07,Tuesday,Salad,Appetizer,10,5.26,52.6,New,Cloudy,None
2024-06-11,Tuesday,Steak,Main Course,7,5.29,37.03,Regular,Cloudy,None
2024-06-20,Thursday,Tea,Drink,3,28.05,84.15,Occasional,Cloudy,Festival
2025-02-03,Monday,Pizza,Main Course,4,17.99,71.96,Occasional,Windy,None
2024-11-27,Wednesday,Tea,Drink,8,27.08,216.64,Occasional,Stormy,None
2024-10-28,Monday,Ice Cream,Dessert,1,23.92,23.92,Regular,Windy,Festival
2024-09-24,Tuesday,Tacos,Main Course,3,14.41,43.23,Regular,Windy,None
2024-09-14,Saturday,Ice Cream,Dessert,2,21.75,43.5,Regular,Stormy,Holiday
2024-09-19,Thursday,Steak,Main Course,2,8.25,16.5,New,Rainy,None
2025-02-21,Friday,Burger,Main Course,7,18.49,129.43,Occasional,Rainy,None
2024-08-25,Sunday,Pasta,Main Course,4,9.81,39.24,Occasional,Rainy,None
2024-07-21,Sunday,Pasta,Main Course,4,20.42,81.68,Occasional,Cold,None
2024-05-24,Friday,Burger,Main Course,7,25.36,177.52,Occasional,Stormy,None
2024-05-31,Friday,Sushi,Main Course,4,22.0,88.0,Regular,Windy,None
2024-12-15,Sunday,Pasta,Main Course,4,13.53,54.12,New,Stormy,None
2024-09-22,Sunday,Pasta,Main Course,10,12.64,126.4,Regular,Cold,None
2025-02-14,Friday,Burger,Main Course,1,24.64,24.64,Occasional,Cold,None
2024-06-05,Wednesday,Coffee,Drink,6,12.18,73.08,Regular,Cold,None
2024-04-01,Monday,Pizza,Main Course,10,20.79,207.9,New,Windy,Holiday
2024-12-12,Thursday,Sushi,Main Course,3,14.05,42.15,Occasional,Rainy,None
2024-05-18,Saturday,Burger,Main Course,6,11.19,67.14,Regular,Cold,Discount Day
2024-07-30,Tuesday,Steak,Main Course,6,25.02,150.12,Regular,Stormy,None
2024-09-12,Thursday,Ice Cream,Dessert,9,14.92,134.28,New,Sunny,None
